"health_2010hcr_x" "libcpre_self" "gun_control" "gun_importance" "guarpr_self" "aa_uni_x" "aa_work_x" "fedspend_ss" "fedspend_schools" "fedspend_scitech" "fedspend_crime" "fedspend_welfare" "fedspend_child" "fedspend_poor" "fedspend_enviro" "envir_drill" "envir_nuke" "envir_gwarm" "envir_gwgood" "envir_gwhow" "gayrt_discrev" "gayrt_discstd" "gayrt_milrev" "gayrt_milstd" "gayrt_adopt" "gayrt_marry" "dem_edugroup_x" "happ_lifesatisf" "abort_health_x" "abort_fatal_x" "abort_incest_x" "abort_rape_x" "abort_bd_x" "abort_fin_x" "abort_sex_x" "abort_choice_x"
"2992" 7 6 "3. keep these rules about the same" 4 7 7 7 3 2 1 1 2 2 2 2 "1. favor" "1. more" 2 "3. neither good nor bad" "2. mostly by natural causes" 2 NA 1 NA 2 3 3 2 "2. favor moderately" "1. favor a great deal" "6. lean toward opposing" "1. favor a great deal" "4. lean toward favoring" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"2993" 1 3 "1. more difficult" 4 4 5 6 3 3 3 1 3 1 3 3 "1. favor" "3. the same number" 1 "2. bad" "2. mostly by natural causes" NA 1 NA 1 1 2 3 2 "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "5. do not lean either way"
"2994" 4 4 "1. more difficult" 3 7 7 7 1 3 3 1 3 2 3 2 "1. favor" "3. the same number" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" 2 NA 1 NA 1 2 2 1 "1. favor a great deal" "1. favor a great deal" "6. lean toward opposing" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "8. oppose moderately"
"2995" 7 6 "3. keep these rules about the same" 1 7 7 7 3 2 2 1 2 2 2 2 "1. favor" "1. more" 2 "3. neither good nor bad" "2. mostly by natural causes" 1 NA 1 NA 1 2 3 3 "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "9. oppose a great deal" "5. do not lean either way"
"2996" 1 7 "1. more difficult" 5 1 1 1 1 1 1 1 3 1 1 3 "1. favor" "3. the same number" 1 "3. neither good nor bad" "2. mostly by natural causes" 1 NA 1 NA 2 3 2 2 "9. oppose a great deal" "1. favor a great deal" "9. oppose a great deal" "6. lean toward opposing" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"2997" 4 4 "1. more difficult" 5 -2 4 4 1 1 3 1 3 1 1 1 "3. neither favor nor oppose" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 2 2 3 1 "4. lean toward favoring" "3. favor a little" "6. lean toward opposing" "9. oppose a great deal" "6. lean toward opposing" "5. do not lean either way" "9. oppose a great deal" "9. oppose a great deal"
"2998" 1 4 "1. more difficult" 4 2 4 4 1 1 3 1 3 3 1 3 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 2 2 3 1 "5. do not lean either way" "1. favor a great deal" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "9. oppose a great deal" "1. favor a great deal"
"2999" 3 4 "3. keep these rules about the same" 2 4 5 6 3 1 1 3 2 3 2 1 "2. oppose" "1. more" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 1 5 4 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "2. favor moderately"
"3000" 6 6 "3. keep these rules about the same" 2 6 7 7 2 1 3 3 2 3 2 2 "1. favor" "3. the same number" 2 "3. neither good nor bad" "2. mostly by natural causes" 2 NA 1 NA 2 2 5 2 "9. oppose a great deal" "8. oppose moderately" "8. oppose moderately" "6. lean toward opposing" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3001" 7 6 "3. keep these rules about the same" 4 6 4 4 3 2 3 3 2 2 3 2 "1. favor" "1. more" 1 "3. neither good nor bad" "2. mostly by natural causes" NA 1 NA 1 2 2 3 2 "9. oppose a great deal" "6. lean toward opposing" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3002" 7 6 "3. keep these rules about the same" 5 7 7 7 2 2 3 3 2 2 3 2 "1. favor" "3. the same number" 1 "3. neither good nor bad" "2. mostly by natural causes" 2 NA 2 NA 2 3 3 1 "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3003" 7 6 "2. easier" 4 5 7 7 2 2 1 1 2 2 2 2 "1. favor" "1. more" 2 "3. neither good nor bad" "2. mostly by natural causes" NA 1 NA 1 2 3 5 5 "2. favor moderately" "1. favor a great deal" "2. favor moderately" "2. favor moderately" "2. favor moderately" "7. oppose a little" "7. oppose a little" "3. favor a little"
"3004" 1 4 "1. more difficult" 4 4 4 5 1 3 1 1 3 1 3 1 "2. oppose" "3. the same number" 1 "2. bad" "1. mostly by human activity" NA NA NA NA NA NA 2 2 "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "9. oppose a great deal"
"3005" 1 3 "3. keep these rules about the same" 2 4 4 4 3 1 3 1 1 1 1 3 "1. favor" "1. more" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 2 3 1 2 "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3006" 7 7 "3. keep these rules about the same" 3 7 7 7 3 2 2 2 2 2 2 3 "2. oppose" "1. more" 2 "1. good" "1. mostly by human activity" NA 2 NA 1 2 3 3 3 "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3007" 4 4 "1. more difficult" 3 5 4 4 1 3 3 1 2 3 1 3 "3. neither favor nor oppose" "3. the same number" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 2 NA 1 2 2 2 1 NA NA NA NA NA NA NA NA
"3008" 2 4 "1. more difficult" 5 4 2 2 3 1 1 3 3 1 3 1 "2. oppose" "3. the same number" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 2 5 2 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "8. oppose moderately" "2. favor moderately"
"3009" 2 2 "3. keep these rules about the same" 2 5 2 2 3 1 1 3 3 1 3 3 "1. favor" "1. more" 1 "2. bad" "1. mostly by human activity" NA 2 NA 1 2 3 3 4 "1. favor a great deal" "1. favor a great deal" "8. oppose moderately" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3010" 5 5 "1. more difficult" 1 4 7 6 3 3 1 3 3 3 3 2 "1. favor" "1. more" 2 "2. bad" "2. mostly by natural causes" 1 NA 1 NA 1 2 3 3 "9. oppose a great deal" "2. favor moderately" "6. lean toward opposing" "2. favor moderately" "8. oppose moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3011" 1 4 "1. more difficult" 3 4 5 6 3 3 1 3 2 3 3 3 "1. favor" "3. the same number" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 2 2 "2. favor moderately" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "2. favor moderately" "1. favor a great deal"
"3012" 7 6 "3. keep these rules about the same" 3 6 7 7 3 3 3 3 2 2 3 2 "1. favor" "1. more" 2 "3. neither good nor bad" "2. mostly by natural causes" NA 1 NA 2 2 2 2 4 "3. favor a little" "1. favor a great deal" "4. lean toward favoring" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3013" 7 6 "3. keep these rules about the same" 5 4 7 7 1 1 1 3 2 3 3 3 "3. neither favor nor oppose" "3. the same number" 2 "2. bad" "3. about equally by human activity and natural causes" 2 NA 1 NA 2 2 3 3 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "1. favor a great deal"
"3014" 1 5 "1. more difficult" 5 3 4 4 3 3 1 1 3 1 1 1 "3. neither favor nor oppose" "2. fewer" 1 "2. bad" "1. mostly by human activity" NA 1 NA 1 1 1 5 3 "8. oppose moderately" "1. favor a great deal" "6. lean toward opposing" "1. favor a great deal" "6. lean toward opposing" "8. oppose moderately" "9. oppose a great deal" "9. oppose a great deal"
"3015" 1 4 "1. more difficult" 5 1 4 4 1 1 3 1 3 1 3 3 "3. neither favor nor oppose" "3. the same number" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 2 2 3 "2. favor moderately" "5. do not lean either way" "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "9. oppose a great deal" "9. oppose a great deal" "5. do not lean either way"
"3016" 6 6 "1. more difficult" 4 7 4 6 3 2 2 1 2 2 3 3 "3. neither favor nor oppose" "1. more" 1 "3. neither good nor bad" "2. mostly by natural causes" NA 1 NA 1 1 3 5 3 "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" NA "9. oppose a great deal" NA "9. oppose a great deal" "9. oppose a great deal"
"3017" 6 7 "3. keep these rules about the same" 2 4 6 6 3 2 3 3 2 2 2 3 "1. favor" "3. the same number" 2 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 1 NA 1 2 3 2 2 "9. oppose a great deal" "4. lean toward favoring" "9. oppose a great deal" "7. oppose a little" "8. oppose moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3018" 4 4 "1. more difficult" 3 5 6 6 3 1 3 1 3 3 3 3 "1. favor" "1. more" 1 "2. bad" "1. mostly by human activity" NA 1 NA 1 1 2 4 3 "4. lean toward favoring" "3. favor a little" "9. oppose a great deal" "5. do not lean either way" "2. favor moderately" "9. oppose a great deal" "9. oppose a great deal" "6. lean toward opposing"
"3019" 7 6 "2. easier" 4 7 6 7 2 2 2 3 2 2 2 2 "1. favor" "1. more" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 1 4 5 NA NA NA NA NA NA NA NA
"3020" 7 4 "1. more difficult" 1 4 7 7 1 3 1 3 2 3 3 2 "3. neither favor nor oppose" "1. more" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 2 NA 1 1 2 3 2 "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "2. favor moderately" "5. do not lean either way" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3021" 7 6 "3. keep these rules about the same" 2 5 4 4 3 2 3 1 2 3 2 2 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 2 2 5 2 NA NA NA NA NA NA NA NA
"3022" 6 1 "1. more difficult" 3 4 4 4 1 1 1 2 3 1 1 1 "2. oppose" "2. fewer" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 3 2 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal"
"3023" 4 4 "1. more difficult" 3 1 6 7 1 1 3 1 2 2 1 2 "1. favor" "1. more" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 2 NA 2 2 3 2 3 "4. lean toward favoring" "3. favor a little" "8. oppose moderately" "1. favor a great deal" "3. favor a little" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3024" 4 7 "1. more difficult" 2 5 6 7 3 2 2 2 3 3 1 2 "1. favor" "1. more" 2 "3. neither good nor bad" "2. mostly by natural causes" 2 NA 2 NA 2 2 3 3 "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "1. favor a great deal" "1. favor a great deal" "6. lean toward opposing" "9. oppose a great deal" "4. lean toward favoring"
"3025" 4 4 "3. keep these rules about the same" 2 -2 6 6 1 1 3 3 1 1 1 3 "1. favor" "1. more" 1 "2. bad" "2. mostly by natural causes" NA 2 NA 1 1 1 3 4 "2. favor moderately" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "8. oppose moderately" "2. favor moderately"
"3026" 7 5 "2. easier" 3 7 7 7 3 2 1 3 2 2 2 2 "1. favor" "1. more" 1 "3. neither good nor bad" "2. mostly by natural causes" NA 2 NA 1 2 2 4 4 "2. favor moderately" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "2. favor moderately" "3. favor a little" "7. oppose a little" "2. favor moderately"
"3027" 1 5 "1. more difficult" 3 5 3 2 1 3 3 3 3 3 3 3 "3. neither favor nor oppose" "1. more" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 2 3 3 1 "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way"
"3028" 7 6 "3. keep these rules about the same" 3 4 6 7 3 3 2 2 2 2 3 3 "3. neither favor nor oppose" "3. the same number" 1 "2. bad" "1. mostly by human activity" NA 1 NA 1 2 2 3 3 "5. do not lean either way" "3. favor a little" "8. oppose moderately" "3. favor a little" "3. favor a little" "5. do not lean either way" "9. oppose a great deal" "2. favor moderately"
"3029" 7 5 "3. keep these rules about the same" 4 6 7 7 1 1 3 1 3 3 3 3 "2. oppose" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 2 2 3 3 3 NA NA NA NA NA NA NA NA
"3030" 7 7 "3. keep these rules about the same" 5 7 7 7 3 3 2 3 2 2 2 2 "1. favor" "1. more" 1 "3. neither good nor bad" "2. mostly by natural causes" 2 NA 1 NA 2 2 3 2 "4. lean toward favoring" "1. favor a great deal" "6. lean toward opposing" "2. favor moderately" "8. oppose moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3031" 2 5 "3. keep these rules about the same" 3 5 7 7 3 3 1 1 3 3 3 1 "1. favor" "1. more" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 3 3 "5. do not lean either way" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "8. oppose moderately" "2. favor moderately"
"3032" 1 4 "1. more difficult" 5 1 1 1 1 1 1 1 1 1 1 3 "1. favor" "1. more" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 2 NA 2 3 4 2 "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "5. do not lean either way" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3033" 7 4 "3. keep these rules about the same" 3 -2 4 4 3 1 3 1 2 3 3 3 "1. favor" "1. more" 1 "3. neither good nor bad" "2. mostly by natural causes" NA 1 NA 1 2 2 3 3 "2. favor moderately" "5. do not lean either way" "2. favor moderately" "2. favor moderately" "5. do not lean either way" "9. oppose a great deal" "8. oppose moderately" "9. oppose a great deal"
"3034" 1 6 "1. more difficult" 5 3 4 4 1 1 1 1 3 1 3 1 "1. favor" "1. more" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 1 3 2 "4. lean toward favoring" "9. oppose a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "7. oppose a little" "9. oppose a great deal" "1. favor a great deal"
"3035" 2 4 "1. more difficult" 4 5 2 2 1 1 3 1 3 1 1 3 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 2 NA 2 3 5 3 "5. do not lean either way" "5. do not lean either way" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "8. oppose moderately"
"3036" 5 4 "1. more difficult" 3 2 7 7 3 1 3 3 3 2 1 1 "3. neither favor nor oppose" "3. the same number" 1 "2. bad" "1. mostly by human activity" NA 1 NA 1 1 2 3 5 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "7. oppose a little" "1. favor a great deal"
"3037" 1 2 "1. more difficult" 5 4 2 2 3 1 1 3 3 1 3 1 "2. oppose" "2. fewer" 1 "2. bad" "1. mostly by human activity" NA 1 NA 1 1 1 4 1 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "1. favor a great deal"
"3038" 2 2 "1. more difficult" 3 4 1 1 1 3 1 1 1 3 1 3 "1. favor" "1. more" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 1 3 1 "4. lean toward favoring" "1. favor a great deal" "4. lean toward favoring" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "1. favor a great deal"
"3039" 4 5 "1. more difficult" 3 3 7 7 2 1 1 1 2 3 2 1 "2. oppose" "2. fewer" 2 "2. bad" "2. mostly by natural causes" 1 NA 1 NA 1 1 4 2 "8. oppose moderately" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "5. do not lean either way" "2. favor moderately" "9. oppose a great deal" "8. oppose moderately"
"3040" 6 5 "3. keep these rules about the same" 3 4 7 7 2 3 3 3 2 2 2 3 "1. favor" "1. more" 1 "2. bad" "1. mostly by human activity" NA 2 NA 1 2 2 3 3 "2. favor moderately" "2. favor moderately" "2. favor moderately" "2. favor moderately" "2. favor moderately" "2. favor moderately" "3. favor a little" "1. favor a great deal"
"3041" 2 6 "1. more difficult" 5 2 4 2 1 1 1 1 1 3 1 3 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 2 3 1 3 "8. oppose moderately" "1. favor a great deal" "5. do not lean either way" "2. favor moderately" "3. favor a little" "9. oppose a great deal" "9. oppose a great deal" "4. lean toward favoring"
"3042" 2 5 "1. more difficult" 3 4 5 5 1 1 1 1 3 1 3 1 "2. oppose" "1. more" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 2 5 3 "3. favor a little" "3. favor a little" "3. favor a little" "1. favor a great deal" "3. favor a little" "8. oppose moderately" "9. oppose a great deal" "4. lean toward favoring"
"3043" 6 5 "1. more difficult" 4 1 4 2 1 1 3 3 1 3 1 1 "3. neither favor nor oppose" "2. fewer" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 2 1 3 5 "9. oppose a great deal" "3. favor a little" "9. oppose a great deal" "2. favor moderately" "6. lean toward opposing" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3044" 5 4 "3. keep these rules about the same" 2 2 6 7 3 1 3 1 3 1 3 3 "2. oppose" "3. the same number" 1 "2. bad" "2. mostly by natural causes" 1 NA 1 NA 1 1 3 3 "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "2. favor moderately" "2. favor moderately" "3. favor a little" "1. favor a great deal"
"3045" 7 6 "3. keep these rules about the same" 4 6 6 7 3 2 2 2 2 2 3 2 "1. favor" "2. fewer" 2 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 1 2 3 4 "6. lean toward opposing" "1. favor a great deal" "3. favor a little" "3. favor a little" "5. do not lean either way" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3046" 7 4 "3. keep these rules about the same" 3 6 7 7 3 2 1 2 3 2 3 2 "1. favor" "1. more" 2 "3. neither good nor bad" "2. mostly by natural causes" NA 2 NA 1 1 2 3 3 "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way"
"3047" 2 6 "3. keep these rules about the same" 3 7 7 7 3 2 3 3 2 2 2 3 "1. favor" "3. the same number" 1 "1. good" "3. about equally by human activity and natural causes" NA 1 NA 1 1 1 2 3 "3. favor a little" "2. favor moderately" "3. favor a little" "4. lean toward favoring" "6. lean toward opposing" "9. oppose a great deal" "9. oppose a great deal" "8. oppose moderately"
"3048" 1 2 "1. more difficult" 4 4 4 4 1 1 1 3 3 3 1 3 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 1 1 3 3 "2. favor moderately" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "1. favor a great deal"
"3049" 4 4 "3. keep these rules about the same" 3 1 4 4 1 1 1 3 3 3 3 3 "1. favor" "2. fewer" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" 2 NA 1 NA 1 1 1 4 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "3. favor a little" "1. favor a great deal" "9. oppose a great deal" "1. favor a great deal"
"3050" 7 6 "1. more difficult" 4 5 7 7 3 1 1 3 2 2 3 1 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" NA 2 NA 1 2 2 4 2 "5. do not lean either way" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "2. favor moderately" "4. lean toward favoring" "8. oppose moderately" "2. favor moderately"
"3051" 6 6 "3. keep these rules about the same" 3 5 7 7 3 2 1 3 2 2 3 2 "1. favor" "3. the same number" 2 "3. neither good nor bad" "2. mostly by natural causes" 1 NA 1 NA 2 3 3 2 "2. favor moderately" "1. favor a great deal" "8. oppose moderately" "1. favor a great deal" "5. do not lean either way" "9. oppose a great deal" "8. oppose moderately" "5. do not lean either way"
"3052" 1 4 "1. more difficult" 2 3 7 7 1 3 1 1 2 3 3 1 "1. favor" "1. more" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 2 1 2 3 "5. do not lean either way" "1. favor a great deal" "5. do not lean either way" "1. favor a great deal" "5. do not lean either way" "5. do not lean either way" "9. oppose a great deal" "1. favor a great deal"
"3053" 2 2 "1. more difficult" 4 3 2 6 1 1 1 1 1 1 1 1 "1. favor" "2. fewer" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 2 2 1 2 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "1. favor a great deal"
"3054" 1 2 "1. more difficult" 4 2 1 1 1 1 1 3 1 1 1 1 "2. oppose" "1. more" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 4 3 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal"
"3055" 6 4 "3. keep these rules about the same" 3 6 7 7 3 1 3 1 3 2 3 3 "1. favor" "1. more" 1 "3. neither good nor bad" "2. mostly by natural causes" 1 NA 1 NA 1 2 3 3 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "1. favor a great deal"
"3056" 1 4 "3. keep these rules about the same" 4 4 4 7 1 3 3 1 2 2 2 3 "1. favor" "1. more" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 2 NA 2 2 3 2 4 "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "5. do not lean either way"
"3057" 7 5 "1. more difficult" 3 5 6 6 3 1 2 1 1 2 1 1 "2. oppose" "2. fewer" 1 "2. bad" "1. mostly by human activity" NA 1 NA 2 1 1 1 3 "9. oppose a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3058" 7 4 "3. keep these rules about the same" 4 1 7 7 1 3 1 3 2 2 3 3 "1. favor" "1. more" 1 "2. bad" "3. about equally by human activity and natural causes" 2 NA 2 NA 2 3 3 5 "2. favor moderately" "2. favor moderately" "2. favor moderately" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "9. oppose a great deal"
"3059" 5 5 "3. keep these rules about the same" 3 5 5 6 3 1 3 1 2 3 3 1 "3. neither favor nor oppose" "3. the same number" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 3 2 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "3. favor a little" "5. do not lean either way" "6. lean toward opposing" "5. do not lean either way"
"3060" 7 6 "3. keep these rules about the same" 5 7 7 7 3 3 3 1 2 2 2 1 "1. favor" "1. more" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 2 3 5 "9. oppose a great deal" "7. oppose a little" "9. oppose a great deal" "2. favor moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3061" 1 4 "1. more difficult" 3 2 4 3 1 1 1 1 3 1 3 3 "3. neither favor nor oppose" "1. more" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 4 3 "2. favor moderately" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "2. favor moderately" "7. oppose a little" "9. oppose a great deal" "7. oppose a little"
"3062" 4 2 "1. more difficult" 4 4 4 4 3 3 1 1 3 3 3 1 "2. oppose" "2. fewer" 1 "2. bad" "1. mostly by human activity" NA 1 NA 1 1 1 3 3 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "5. do not lean either way" "9. oppose a great deal" "5. do not lean either way"
"3063" 6 6 "3. keep these rules about the same" 5 6 6 6 3 2 3 3 2 3 3 2 "1. favor" "2. fewer" 1 "2. bad" "3. about equally by human activity and natural causes" 2 NA 1 NA 2 2 3 5 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3064" 6 5 "3. keep these rules about the same" 4 6 7 7 3 3 1 3 2 3 3 2 "1. favor" "1. more" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 2 3 2 "7. oppose a little" "1. favor a great deal" "8. oppose moderately" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3065" 1 2 "1. more difficult" 2 2 6 6 3 3 1 1 3 3 3 3 "2. oppose" "2. fewer" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 2 5 2 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "5. do not lean either way" "1. favor a great deal"
"3066" 4 6 "3. keep these rules about the same" 4 6 7 4 3 3 3 3 2 2 3 3 "1. favor" "3. the same number" 2 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 2 NA 1 2 2 2 3 "5. do not lean either way" "1. favor a great deal" "1. favor a great deal" "4. lean toward favoring" "2. favor moderately" "8. oppose moderately" "9. oppose a great deal" "5. do not lean either way"
"3067" 4 6 "1. more difficult" 4 3 5 6 2 1 1 1 2 2 3 3 "1. favor" "2. fewer" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 2 4 2 "5. do not lean either way" "2. favor moderately" "5. do not lean either way" "2. favor moderately" "1. favor a great deal" "5. do not lean either way" "9. oppose a great deal" "6. lean toward opposing"
